task_id	hash	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	env	workdir	scratch
390	c4/38d2ba	3155562	eeg_cleaned_file_finder	EV_003_xdf5_extr4_reref_filt_ica.parquet	eeg_cleaned_file_finder (EV_003_xdf5_extr4_reref_filt_ica.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:45:42.013	2026-02-04 11:45:42.098	2026-02-04 11:45:55.935	13.9s	13.8s	-	15.5%	0.2%	62.8 MB	3 GB	62.8 MB	3 GB	968.8 MB	962.2 MB	909	32	0	962.2 MB	8374	1183	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/c4/38d2badd754a52696341816e19c326	-
395	a9/42fa11	3158532	fnirs_asym_relative_analyzer	EV_007_hbc_fai_concat.parquet	fnirs_asym_relative_analyzer (EV_007_hbc_fai_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:46:03.391	2026-02-04 11:46:03.465	2026-02-04 11:46:03.789	398ms	279ms	-	74.1%	0.0%	3.6 MB	7.2 MB	3.6 MB	7.2 MB	6.5 MB	5.4 KB	960	57	0	8 KB	8	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/a9/42fa11de029122c689e54b698f2a78	-
394	cc/369019	3158528	fnirs_asym_rel_plotter	EV_003_hbc_fai_concat_rel.parquet	fnirs_asym_rel_plotter (EV_003_hbc_fai_concat_rel.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:46:03.375	2026-02-04 11:46:03.461	2026-02-04 11:46:04.492	1.1s	1s	-	182.9%	0.1%	30.9 MB	227.3 MB	30.9 MB	288.2 MB	27.2 MB	42.5 KB	3780	64	0	52 KB	20	8	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/cc/3690195c7c93e54c48dd0d4721ab01	-
396	aa/980613	3158805	fnirs_asym_plotter	EV_007_hbc_fai_concat.parquet	fnirs_asym_plotter (EV_007_hbc_fai_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:46:03.804	2026-02-04 11:46:03.889	2026-02-04 11:46:04.856	1.1s	976ms	-	187.9%	0.1%	29.4 MB	225.7 MB	29.4 MB	288.2 MB	26.2 MB	38.7 KB	3528	69	0	52 KB	17	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/aa/9806130d3911ac9da28a8f9da5d4ba	-
397	4e/c3a907	3159049	fnirs_rel_plotter	EV_007_hbc_concat_rel.parquet	fnirs_rel_plotter (EV_007_hbc_concat_rel.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:46:04.508	2026-02-04 11:46:04.592	2026-02-04 11:46:05.698	1.2s	1.1s	-	171.4%	0.1%	29.4 MB	225.7 MB	29.4 MB	288.2 MB	26.8 MB	40.6 KB	3679	64	0	52 KB	17	2	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/4e/c3a9075b2e6e227834187ae9d49499	-
398	96/530ba3	3159249	hrv_rel_plotter	EV_007_hrv_concat_rel.parquet	hrv_rel_plotter (EV_007_hrv_concat_rel.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:46:04.873	2026-02-04 11:46:04.956	2026-02-04 11:46:06.141	1.3s	1.2s	-	143.0%	0.1%	30.8 MB	227.3 MB	30.8 MB	288.2 MB	27 MB	41.5 KB	3718	67	0	52 KB	16	3	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/96/530ba3f200466a84fad4b1e5a390b5	-
399	2d/9cfca2	3159559	eda_rel_plotter	EV_007_eda_concat_rel.parquet	eda_rel_plotter (EV_007_eda_concat_rel.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:46:05.714	2026-02-04 11:46:05.798	2026-02-04 11:46:07.111	1.4s	1.3s	-	134.6%	0.4%	130.2 MB	3.8 GB	130.2 MB	3.9 GB	27 MB	42.2 KB	3736	62	0	56 KB	79	40	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/2d/9cfca24cbb1871adefe50e0eccf276	-
400	ac/c2ea98	3159749	fnirs_asym_rel_plotter	EV_008_hbc_fai_concat_rel.parquet	fnirs_asym_rel_plotter (EV_008_hbc_fai_concat_rel.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:46:06.163	2026-02-04 11:46:06.242	2026-02-04 11:46:07.331	1.2s	1s	-	195.7%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	27.4 MB	43 KB	3827	64	0	64 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/ac/c2ea983f17c08fb69e44ec303e8dd6	-
402	12/c5599b	3160128	fnirs_asym_rel_plotter	EV_007_hbc_fai_concat_rel.parquet	fnirs_asym_rel_plotter (EV_007_hbc_fai_concat_rel.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:46:07.354	2026-02-04 11:46:07.431	2026-02-04 11:46:08.850	1.5s	1.4s	-	117.3%	0.4%	129.4 MB	3.8 GB	129.4 MB	3.8 GB	27 MB	41.3 KB	3735	64	0	64 KB	63	51	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/12/c5599b781827b9c569a37af0fe13d0	-
401	64/b24520	3160095	eeg_epoching_processor	[EV_003_xdf5_extr4_reref_filt_ica_cleaned.fif, EV_003_xdf5_extr3_events.parquet]	eeg_epoching_processor ([EV_003_xdf5_extr4_reref_filt_ica_cleaned.fif, EV_003_xdf5_extr3_events.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:46:07.127	2026-02-04 11:46:07.212	2026-02-04 11:46:32.571	25.4s	23.9s	-	81.0%	16.4%	5 GB	9.9 GB	5 GB	9.9 GB	1.8 GB	492.9 MB	4923	2559	0	492.9 MB	507	212	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/64/b24520551941d3357cb01e6e7b9c9e	-
403	98/6f1101	3162650	psd_analyzer	EV_003_xdf5_extr4_reref_filt_ica_cleaned_epochs.parquet	psd_analyzer (EV_003_xdf5_extr4_reref_filt_ica_cleaned_epochs.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:46:33.597	2026-02-04 11:46:33.676	2026-02-04 11:47:18.747	45.2s	43.2s	-	104.7%	3.8%	1.2 GB	6 GB	1.6 GB	6.5 GB	22.2 MB	31 KB	2479	70	0	56 KB	62	691	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/98/6f1101b00f0ceea9c8a0659105e7f9	-
409	e4/95cc2e	3165918	psd3_raw_file_finder	EV_003_xdf5_extr4_reref_filt_ica_cleaned_epochs_psd.parquet	psd3_raw_file_finder (EV_003_xdf5_extr4_reref_filt_ica_cleaned_epochs_psd.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:47:19.780	2026-02-04 11:47:19.848	2026-02-04 11:47:20.100	320ms	204ms	-	98.1%	0.0%	3.2 MB	7.2 MB	3.2 MB	7.2 MB	6.6 MB	7 KB	910	37	0	12 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/e4/95cc2e78376b3a2c63d0e67dc7c7cf	-
405	8a/12a533	3165920	psd1_file_finder	EV_003_xdf5_extr4_reref_filt_ica_cleaned_epochs_psd.parquet	psd1_file_finder (EV_003_xdf5_extr4_reref_filt_ica_cleaned_epochs_psd.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:47:19.792	2026-02-04 11:47:19.849	2026-02-04 11:47:20.175	383ms	248ms	-	90.1%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	6.6 MB	5 KB	910	36	0	12 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/8a/12a533f1bdb5a490dbc482ddb9bfdb	-
404	0b/2b24b5	3166179	psd2_file_finder	EV_003_xdf5_extr4_reref_filt_ica_cleaned_epochs_psd.parquet	psd2_file_finder (EV_003_xdf5_extr4_reref_filt_ica_cleaned_epochs_psd.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:47:20.128	2026-02-04 11:47:20.176	2026-02-04 11:47:20.477	349ms	222ms	-	99.1%	0.0%	20.8 MB	143.8 MB	20.8 MB	143.8 MB	6.6 MB	5 KB	912	36	0	16 KB	16	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/0b/2b24b578ddfcbf21656cf2009e8db9	-
406	9f/698b7e	3166217	psd1_raw_file_finder	EV_003_xdf5_extr4_reref_filt_ica_cleaned_epochs_psd.parquet	psd1_raw_file_finder (EV_003_xdf5_extr4_reref_filt_ica_cleaned_epochs_psd.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:47:20.205	2026-02-04 11:47:20.276	2026-02-04 11:47:20.544	339ms	209ms	-	100.3%	0.0%	3.2 MB	7.2 MB	3.2 MB	7.2 MB	6.6 MB	7.1 KB	910	37	0	20 KB	9	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/9f/698b7e4c61044344ee6f40df5af2a4	-
407	6f/ba7b64	3166504	psd3_file_finder	EV_003_xdf5_extr4_reref_filt_ica_cleaned_epochs_psd.parquet	psd3_file_finder (EV_003_xdf5_extr4_reref_filt_ica_cleaned_epochs_psd.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:47:20.518	2026-02-04 11:47:20.544	2026-02-04 11:47:20.892	374ms	226ms	-	92.0%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	6.6 MB	5 KB	909	32	0	16 KB	7	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/6f/ba7b647b0d5d228aed66ccaa5ebfa5	-
408	5a/d34ef9	3166515	psd2_raw_file_finder	EV_003_xdf5_extr4_reref_filt_ica_cleaned_epochs_psd.parquet	psd2_raw_file_finder (EV_003_xdf5_extr4_reref_filt_ica_cleaned_epochs_psd.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:47:20.559	2026-02-04 11:47:20.644	2026-02-04 11:47:20.912	353ms	229ms	-	91.2%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	6.6 MB	7 KB	910	33	0	20 KB	3	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/5a/d34ef93f36cb2a7dc7fc8b2ac8d992	-
410	d5/7f5593	3166771	fai3_analyzer	EV_003_xdf5_extr4_reref_filt_ica_cleaned_epochs_psd3.parquet	fai3_analyzer (EV_003_xdf5_extr4_reref_filt_ica_cleaned_epochs_psd3.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:47:20.906	2026-02-04 11:47:20.917	2026-02-04 11:47:21.469	563ms	436ms	-	279.5%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	8.6 MB	6.5 KB	1113	46	68 KB	24 KB	9	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/d5/7f5593342ab36a74fc43b3060f98fa	-
411	be/63aa69	3166776	fai1_analyzer	EV_003_xdf5_extr4_reref_filt_ica_cleaned_epochs_psd1.parquet	fai1_analyzer (EV_003_xdf5_extr4_reref_filt_ica_cleaned_epochs_psd1.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:47:20.942	2026-02-04 11:47:21.013	2026-02-04 11:47:21.573	631ms	484ms	-	273.9%	0.0%	3.2 MB	7.2 MB	3.2 MB	7.2 MB	8.6 MB	6.5 KB	1112	43	0	24 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/be/63aa69584187fa68c1cc94c8791f05	-
412	ee/e927cb	3167057	psd_concatenating_processor	[EV_003_xdf5_extr4_reref_filt_ica_cleaned_epochs_psd1_plot.parquet, EV_003_xdf5_extr4_reref_filt_ica_cleaned_epochs_psd2_plot.parquet, EV_003_xdf5_extr4_reref_filt_ica_cleaned_epochs_psd3_plot.parquet]	psd_concatenating_processor ([EV_003_xdf5_extr4_reref_filt_ica_cleaned_epochs_psd1_plot.parquet, EV_003_xdf5_extr4_reref_filt_ica_cleaned_epochs_psd2_plot.parquet, EV_003_xdf5_extr4_reref_filt_ica_cleaned_epochs_psd3_plot.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:47:21.483	2026-02-04 11:47:21.574	2026-02-04 11:47:22.084	601ms	392ms	-	60.3%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	6.5 MB	6.7 KB	946	63	0	32 KB	11	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/ee/e927cb54a034c5118943a33798b774	-
413	79/8b3539	3167197	fai2_analyzer	EV_003_xdf5_extr4_reref_filt_ica_cleaned_epochs_psd2.parquet	fai2_analyzer (EV_003_xdf5_extr4_reref_filt_ica_cleaned_epochs_psd2.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:47:21.603	2026-02-04 11:47:21.676	2026-02-04 11:47:22.214	611ms	442ms	-	299.1%	0.0%	3.6 MB	7.2 MB	3.6 MB	7.2 MB	8.6 MB	6.5 KB	1112	46	0	28 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/79/8b35390a8c33af789376eae1e970ed	-
414	e9/92948c	3167518	psd_relative_analyzer	EV_003_psd_concat.parquet	psd_relative_analyzer (EV_003_psd_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:47:22.229	2026-02-04 11:47:22.314	2026-02-04 11:47:22.547	318ms	218ms	-	91.3%	0.0%	3.2 MB	7.2 MB	3.2 MB	7.2 MB	6.5 MB	5.5 KB	961	60	0	36 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/e9/92948c213ae8767e554e23f11ad649	-
416	34/8e660c	3167794	fai_concatenating_processor	[EV_003_xdf5_extr4_reref_filt_ica_cleaned_epochs_psd1_psd_fai.parquet, EV_003_xdf5_extr4_reref_filt_ica_cleaned_epochs_psd2_psd_fai.parquet, EV_003_xdf5_extr4_reref_filt_ica_cleaned_epochs_psd3_psd_fai.parquet]	fai_concatenating_processor ([EV_003_xdf5_extr4_reref_filt_ica_cleaned_epochs_psd1_psd_fai.parquet, EV_003_xdf5_extr4_reref_filt_ica_cleaned_epochs_psd2_psd_fai.parquet, EV_003_xdf5_extr4_reref_filt_ica_cleaned_epochs_psd3_psd_fai.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:47:22.561	2026-02-04 11:47:22.647	2026-02-04 11:47:22.893	332ms	239ms	-	101.3%	0.1%	25.4 MB	223.3 MB	25.4 MB	287.3 MB	6.5 MB	6.4 KB	948	51	0	32 KB	17	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/34/8e660c6202da11a8471520c93ade37	-
415	6a/30ab4f	3167522	psd_plotter	EV_003_psd_concat.parquet	psd_plotter (EV_003_psd_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:47:22.243	2026-02-04 11:47:22.315	2026-02-04 11:47:23.387	1.1s	1.1s	-	186.0%	0.1%	30.1 MB	226.2 MB	30.1 MB	288.2 MB	27.6 MB	44.9 KB	3880	66	12 KB	88 KB	21	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/6a/30ab4f6a0f48aacc5adf1062256de8	-
418	a4/10eb53	3168216	fai_relative_analyzer	EV_003_psd_fai_concat.parquet	fai_relative_analyzer (EV_003_psd_fai_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:47:23.399	2026-02-04 11:47:23.487	2026-02-04 11:47:23.730	331ms	239ms	-	97.0%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	6.5 MB	5.2 KB	961	57	0	36 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/a4/10eb53d004cf63220c8794f6921da4	-
417	4e/d6ad5e	3168102	psd_rel_plotter	EV_003_psd_concat_rel.parquet	psd_rel_plotter (EV_003_psd_concat_rel.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:47:22.908	2026-02-04 11:47:22.993	2026-02-04 11:47:24.331	1.4s	1.3s	-	150.1%	0.4%	130.8 MB	3.8 GB	133.5 MB	3.8 GB	28.1 MB	45 KB	4012	65	0	84 KB	348	49	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/4e/d6ad5e7c5b9915ae2d11f3cabc69ce	-
419	ea/0b48db	3168395	fai_plotter	EV_003_psd_fai_concat.parquet	fai_plotter (EV_003_psd_fai_concat.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:47:23.743	2026-02-04 11:47:23.833	2026-02-04 11:47:26.580	2.8s	2s	-	103.0%	0.4%	129.3 MB	3.8 GB	129.3 MB	3.8 GB	25.7 MB	34.5 KB	3411	69	0	56 KB	185	136	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/ea/0b48dbd929d947d02fb84d8c0cdb06	-
420	9f/770e04	3168583	fai_rel_plotter	EV_003_psd_fai_concat_rel.parquet	fai_rel_plotter (EV_003_psd_fai_concat_rel.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:47:24.345	2026-02-04 11:47:24.431	2026-02-04 11:47:28.868	4.5s	3.2s	-	49.6%	0.4%	129.9 MB	3.8 GB	129.9 MB	3.8 GB	26.7 MB	37.2 KB	3642	68	0	48 KB	119	130	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/9f/770e044badd549ac1df0a408ecbfb7	-
292	bf/6cdf33	3145853	ic_analyzer	EV_007_xdf4_extr4_reref_filt.fif	ic_analyzer (EV_007_xdf4_extr4_reref_filt.fif)	COMPLETED	0	-	-	4	-	-	8 GB	1	2026-02-04 11:44:49.295	2026-02-04 11:44:49.456	2026-02-04 11:47:33.188	2m 44s	2m 40s	-	233.4%	23.3%	7.1 GB	10.6 GB	8.9 GB	10.6 GB	1.9 GB	1 GB	6371	1198	0	1 GB	1087	3994	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/bf/6cdf33f8b25345e1ea1e8d75726939	-
302	bc/88eabb	3147579	ic_analyzer	EV_008_xdf4_extr4_reref_filt.fif	ic_analyzer (EV_008_xdf4_extr4_reref_filt.fif)	COMPLETED	0	-	-	4	-	-	8 GB	1	2026-02-04 11:45:11.339	2026-02-04 11:45:11.405	2026-02-04 11:47:36.755	2m 25s	2m 22s	-	149.9%	20.8%	6.4 GB	8.9 GB	9.3 GB	11.1 GB	2 GB	1.1 GB	6464	1253	0	1.1 GB	1487	5608	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/bc/88eabba8551eccc6c8938e296b49a6	-
301	77/82900d	3147268	ic_analyzer	EV_004_xdf4_extr4_reref_filt.fif	ic_analyzer (EV_004_xdf4_extr4_reref_filt.fif)	COMPLETED	0	-	-	4	-	-	8 GB	1	2026-02-04 11:45:09.076	2026-02-04 11:45:09.306	2026-02-04 11:47:40.351	2m 31s	2m 25s	-	190.4%	16.9%	5.2 GB	7.3 GB	9.1 GB	10.8 GB	1.9 GB	1 GB	6349	1150	0	1 GB	1025	2576	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/77/82900d8783a16729e7d12bb4a90561	-
421	01/3455d1	3169509	eeg_cleaned_file_finder	EV_007_xdf4_extr4_reref_filt_ica.parquet	eeg_cleaned_file_finder (EV_007_xdf4_extr4_reref_filt_ica.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:47:34.339	2026-02-04 11:47:34.791	2026-02-04 11:48:03.874	29.5s	24.9s	-	14.8%	0.2%	62.9 MB	3 GB	62.9 MB	3.1 GB	1 GB	1 GB	910	32	0	1 GB	353452	34	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/01/3455d1b28eafcdab6a056c8425d652	-
423	5a/a0335a	3170327	eeg_cleaned_file_finder	EV_004_xdf4_extr4_reref_filt_ica.parquet	eeg_cleaned_file_finder (EV_004_xdf4_extr4_reref_filt_ica.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:47:41.553	2026-02-04 11:47:42.053	2026-02-04 11:48:09.582	28s	25.2s	-	7.0%	0.2%	62.9 MB	3.1 GB	62.9 MB	3.1 GB	1 GB	1 GB	911	32	0	1 GB	1732	20	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/5a/a0335a8a276cf5c343ea03485b73e8	-
422	ce/b86d6f	3169898	eeg_cleaned_file_finder	EV_008_xdf4_extr4_reref_filt_ica.parquet	eeg_cleaned_file_finder (EV_008_xdf4_extr4_reref_filt_ica.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:47:38.004	2026-02-04 11:47:39.260	2026-02-04 11:48:09.666	31.7s	28.9s	-	7.9%	0.2%	62.5 MB	3 GB	62.5 MB	3 GB	1.1 GB	1.1 GB	911	32	0	1.1 GB	96887	26	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/ce/b86d6f9a6b5d291fb6f959c27c3c92	-
426	f6/8d2381	3173050	eeg_epoching_processor	[EV_008_xdf4_extr4_reref_filt_ica_cleaned.fif, EV_008_xdf4_extr3_events.parquet]	eeg_epoching_processor ([EV_008_xdf4_extr4_reref_filt_ica_cleaned.fif, EV_008_xdf4_extr3_events.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:48:10.549	2026-02-04 11:48:11.469	2026-02-04 11:49:46.460	1m 36s	1m 22s	-	89.3%	17.6%	5.4 GB	10.3 GB	5.4 GB	10.3 GB	2 GB	542.5 MB	5121	2922	0	542.5 MB	648	148	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/f6/8d23811f469048dc526c61194d73e8	-
425	18/ef6386	3172966	eeg_epoching_processor	[EV_004_xdf4_extr4_reref_filt_ica_cleaned.fif, EV_004_xdf4_extr3_events.parquet]	eeg_epoching_processor ([EV_004_xdf4_extr4_reref_filt_ica_cleaned.fif, EV_004_xdf4_extr3_events.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:48:09.880	2026-02-04 11:48:10.067	2026-02-04 11:49:46.518	1m 37s	1m 22s	-	92.4%	18.0%	5.5 GB	10.4 GB	5.5 GB	10.4 GB	1.9 GB	573.1 MB	5007	3113	0	573.2 MB	469	114	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/18/ef6386828f5a3c565979ec2cbc2807	-
424	31/17b180	3172888	eeg_epoching_processor	[EV_007_xdf4_extr4_reref_filt_ica_cleaned.fif, EV_007_xdf4_extr3_events.parquet]	eeg_epoching_processor ([EV_007_xdf4_extr4_reref_filt_ica_cleaned.fif, EV_007_xdf4_extr3_events.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:48:09.238	2026-02-04 11:48:09.283	2026-02-04 11:49:46.618	1m 37s	1m 22s	-	90.2%	17.3%	5.3 GB	10.2 GB	5.3 GB	10.2 GB	1.9 GB	540.7 MB	5026	2926	0	540.8 MB	591	126	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/31/17b1803bfc6acc1b64a5b06a216817	-
427	15/6fcec6	3180786	psd_analyzer	EV_008_xdf4_extr4_reref_filt_ica_cleaned_epochs.parquet	psd_analyzer (EV_008_xdf4_extr4_reref_filt_ica_cleaned_epochs.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:49:46.661	2026-02-04 11:49:46.818	2026-02-04 11:50:37.488	50.8s	48.5s	-	136.9%	5.3%	1.6 GB	6.5 GB	1.8 GB	6.7 GB	22.2 MB	31 KB	2476	68	4.3 MB	52 KB	228	335	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/15/6fcec666c203508a036c15af7e0fc3	-
429	2c/da3708	3180829	psd_analyzer	EV_007_xdf4_extr4_reref_filt_ica_cleaned_epochs.parquet	psd_analyzer (EV_007_xdf4_extr4_reref_filt_ica_cleaned_epochs.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:49:47.240	2026-02-04 11:49:47.421	2026-02-04 11:50:37.756	50.5s	48s	-	166.0%	5.4%	1.7 GB	6.5 GB	1.8 GB	6.7 GB	22.2 MB	31 KB	2475	68	0	52 KB	61	357	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/2c/da370895e7205b3d22d3fd3d5b8855	-
431	a2/8bfbeb	3185402	psd2_raw_file_finder	EV_008_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet	psd2_raw_file_finder (EV_008_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:37.572	2026-02-04 11:50:37.588	2026-02-04 11:50:37.888	316ms	202ms	-	93.6%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	6.6 MB	7 KB	910	35	0	12 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/a2/8bfbebae7e489742072c16a5ab75e8	-
430	71/7de286	3185406	psd1_file_finder	EV_008_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet	psd1_file_finder (EV_008_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:37.588	2026-02-04 11:50:37.688	2026-02-04 11:50:37.908	320ms	216ms	-	93.3%	0.0%	3.2 MB	7.2 MB	3.2 MB	7.2 MB	6.6 MB	5 KB	909	32	0	8 KB	9	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/71/7de2865c243d401f4a26c0a18b293c	-
435	10/93574c	3185452	psd3_raw_file_finder	EV_008_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet	psd3_raw_file_finder (EV_008_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:37.639	2026-02-04 11:50:37.689	2026-02-04 11:50:37.948	309ms	212ms	-	88.9%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	6.6 MB	7 KB	910	33	0	12 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/10/93574c21fe5de945af720dc586037e	-
433	b2/bfb53c	3185422	psd1_raw_file_finder	EV_008_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet	psd1_raw_file_finder (EV_008_xdf4_extr4_reref_filt_ica_cleaned_epochs_psd.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:50:37.613	2026-02-04 11:50:37.689	2026-02-04 11:50:37.964	351ms	246ms	-	94.6%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	6.6 MB	7 KB	909	36	0	16 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/b2/bfb53cc12cad5c36282f8eacb3bbf0	-
