task_id	hash	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	submit	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem	peak_rss	peak_vmem	rchar	wchar	syscr	syscw	read_bytes	write_bytes	vol_ctxt	inv_ctxt	env	workdir	scratch
53	bb/f0901b	3022034	be71_file_finder	EV_008_txt_tree_be7.parquet	be71_file_finder (EV_008_txt_tree_be7.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:23.699	2026-02-04 11:35:23.788	2026-02-04 11:35:24.791	1.1s	1s	-	132.9%	0.0%	3.1 MB	7.2 MB	3.1 MB	7.2 MB	6.6 MB	5.1 KB	910	32	0	8 KB	3	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/bb/f0901b2e6adec5f092bad1c478f4e2	-
58	5b/a98e99	3022419	ea112_file_finder	EV_008_txt_tree_ea11.parquet	ea112_file_finder (EV_008_txt_tree_ea11.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:24.780	2026-02-04 11:35:24.791	2026-02-04 11:35:25.512	732ms	600ms	-	101.9%	0.1%	26.5 MB	223.7 MB	26.5 MB	287.7 MB	6.6 MB	5.2 KB	910	32	0	8 KB	19	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/5b/a98e9902bee15a3c697c71880193fb	-
52	e2/006747	3021556	panas_plotter	EV_008_txt_tree_panas.parquet	panas_plotter (EV_008_txt_tree_panas.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:22.761	2026-02-04 11:35:22.849	2026-02-04 11:35:25.543	2.8s	2.7s	-	210.6%	0.4%	131.8 MB	3.8 GB	134.5 MB	3.8 GB	31.8 MB	44.9 KB	4949	65	0	68 KB	86	32	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/e2/00674788bded8effe4ebf2fbc9b4e3	-
56	a8/783865	3022430	ea111_file_finder	EV_008_txt_tree_ea11.parquet	ea111_file_finder (EV_008_txt_tree_ea11.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:24.805	2026-02-04 11:35:24.892	2026-02-04 11:35:25.712	907ms	814ms	-	125.4%	0.0%	14.6 MB	31.4 MB	14.6 MB	31.4 MB	6.6 MB	5.2 KB	910	36	0	16 KB	15	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/a8/783865767d5f167f6f6a6a5b693eae	-
60	10/5b43c8	3022955	sam1_file_finder	EV_008_txt_tree_sam.parquet	sam1_file_finder (EV_008_txt_tree_sam.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:25.558	2026-02-04 11:35:25.644	2026-02-04 11:35:26.045	487ms	390ms	-	95.4%	0.0%	2.8 MB	7.2 MB	2.8 MB	7.2 MB	6.6 MB	5 KB	911	32	0	16 KB	2	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/10/5b43c8d162ec0ab2288928b30aa2a1	-
62	83/2fc3ca	3023257	sam3_file_finder	EV_008_txt_tree_sam.parquet	sam3_file_finder (EV_008_txt_tree_sam.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:26.062	2026-02-04 11:35:26.146	2026-02-04 11:35:27.162	1.1s	940ms	-	114.2%	0.0%	18 MB	143.6 MB	18 MB	143.6 MB	6.6 MB	5 KB	910	33	0	16 KB	17	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/83/2fc3caeef98420be962324f9b5919c	-
61	b3/d1ec0f	3023108	sam2_file_finder	EV_008_txt_tree_sam.parquet	sam2_file_finder (EV_008_txt_tree_sam.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:25.730	2026-02-04 11:35:25.812	2026-02-04 11:35:27.174	1.4s	1.3s	-	161.5%	0.0%	3.2 MB	7.2 MB	3.2 MB	7.2 MB	6.6 MB	5 KB	910	32	0	16 KB	19	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/b3/d1ec0f36e74840582fa3872c5e14ba	-
59	6a/19a34b	3022944	bisbas_plotter	EV_008_txt_tree_bisbas.parquet	bisbas_plotter (EV_008_txt_tree_bisbas.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:25.531	2026-02-04 11:35:25.543	2026-02-04 11:35:28.698	3.2s	3s	-	171.9%	0.4%	132 MB	3.8 GB	132 MB	3.8 GB	32.2 MB	46.1 KB	5055	72	0	60 KB	61	55	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/6a/19a34baaaf53926d0ba58e67c0c5b6	-
64	d8/fe0ad8	3023886	sam3_file_finder	EV_002_txt_tree_sam.parquet	sam3_file_finder (EV_002_txt_tree_sam.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:27.243	2026-02-04 11:35:27.274	2026-02-04 11:35:28.725	1.5s	1.4s	-	77.5%	0.2%	60.9 MB	3 GB	60.9 MB	3 GB	6.6 MB	5 KB	910	36	0	8 KB	60	7	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/d8/fe0ad8f8256e546e476b83c6039164	-
65	73/a308fc	3024436	sam2_file_finder	EV_002_txt_tree_sam.parquet	sam2_file_finder (EV_002_txt_tree_sam.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:28.714	2026-02-04 11:35:28.726	2026-02-04 11:35:30.095	1.4s	1.3s	-	167.9%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	6.6 MB	5 KB	911	32	0	8 KB	14	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/73/a308fc781b61dc8740e6d4f0b0b37f	-
66	17/48ec55	3024481	sam1_file_finder	EV_002_txt_tree_sam.parquet	sam1_file_finder (EV_002_txt_tree_sam.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:28.738	2026-02-04 11:35:28.825	2026-02-04 11:35:30.155	1.4s	1.2s	-	73.2%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	6.6 MB	5 KB	910	32	0	8 KB	14	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/17/48ec55ff0ab524ed5e9e5f9bd93351	-
63	da/147a8e	3023882	panas_plotter	EV_002_txt_tree_panas.parquet	panas_plotter (EV_002_txt_tree_panas.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:27.181	2026-02-04 11:35:27.273	2026-02-04 11:35:30.580	3.4s	3.2s	-	180.2%	0.4%	124.8 MB	3.8 GB	124.8 MB	3.8 GB	31.8 MB	45 KB	4949	65	0	60 KB	41	26	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/da/147a8e9b7ce882b4bc28875260bc06	-
68	8b/36c509	3024927	be73_file_finder	EV_002_txt_tree_be7.parquet	be73_file_finder (EV_002_txt_tree_be7.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:30.160	2026-02-04 11:35:30.256	2026-02-04 11:35:30.941	781ms	642ms	-	87.2%	0.0%	3.2 MB	7.2 MB	3.2 MB	7.2 MB	6.6 MB	5.1 KB	909	32	0	8 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/8b/36c509cd51640864c0a8c9f6a4cc75	-
67	2c/d40c96	3024930	be72_file_finder	EV_002_txt_tree_be7.parquet	be72_file_finder (EV_002_txt_tree_be7.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:30.176	2026-02-04 11:35:30.258	2026-02-04 11:35:31.187	1s	837ms	-	97.5%	0.0%	3.2 MB	7.2 MB	3.2 MB	7.2 MB	6.6 MB	5.2 KB	909	32	0	12 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/2c/d40c961ce92ce663d00438ec9edf7b	-
69	77/169256	3025215	be71_file_finder	EV_002_txt_tree_be7.parquet	be71_file_finder (EV_002_txt_tree_be7.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:30.718	2026-02-04 11:35:30.880	2026-02-04 11:35:31.907	1.2s	831ms	-	136.7%	0.0%	3.2 MB	7.2 MB	3.2 MB	7.2 MB	6.6 MB	5.1 KB	909	32	0	16 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/77/169256b2c485697df0f9b57dd8e84b	-
71	f7/5bfaf9	3025491	ea111_file_finder	EV_002_txt_tree_ea11.parquet	ea111_file_finder (EV_002_txt_tree_ea11.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:31.202	2026-02-04 11:35:31.288	2026-02-04 11:35:32.687	1.5s	1.4s	-	179.7%	0.2%	62.5 MB	3 GB	62.5 MB	3 GB	6.6 MB	5.3 KB	910	38	0	16 KB	48	20	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/f7/5bfaf9bc2dcc1e8cd87eb6dd29cd55	-
73	e1/d3ad2c	3025699	ea112_file_finder	EV_002_txt_tree_ea11.parquet	ea112_file_finder (EV_002_txt_tree_ea11.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:31.923	2026-02-04 11:35:32.008	2026-02-04 11:35:32.874	951ms	862ms	-	128.0%	0.0%	18.2 MB	143.8 MB	18.2 MB	143.8 MB	6.6 MB	5.2 KB	910	32	0	16 KB	16	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/e1/d3ad2c2e78c1351b74ae90698901c3	-
72	69/c5e79a	3026246	ea113_file_finder	EV_002_txt_tree_ea11.parquet	ea113_file_finder (EV_002_txt_tree_ea11.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:32.700	2026-02-04 11:35:32.788	2026-02-04 11:35:33.662	962ms	846ms	-	124.4%	0.0%	3.1 MB	7.2 MB	3.1 MB	7.2 MB	6.6 MB	5.2 KB	910	34	0	16 KB	1	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/69/c5e79a3dfa6634fcb29d1f519f39fe	-
70	64/c6cffd	3025281	bisbas_plotter	EV_002_txt_tree_bisbas.parquet	bisbas_plotter (EV_002_txt_tree_bisbas.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:30.959	2026-02-04 11:35:31.041	2026-02-04 11:35:34.067	3.1s	3s	-	163.6%	0.4%	123.6 MB	3.8 GB	123.6 MB	3.8 GB	32.2 MB	46.1 KB	5056	67	0	92 KB	52	18	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/64/c6cffdd3adf4e4c4bd16a58a1f9087	-
76	26/2802bd	3026731	ea111_file_finder	EV_007_txt_tree_ea11.parquet	ea111_file_finder (EV_007_txt_tree_ea11.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:33.676	2026-02-04 11:35:33.791	2026-02-04 11:35:34.344	668ms	566ms	-	103.4%	0.0%	18.5 MB	143.8 MB	18.5 MB	143.8 MB	6.6 MB	5.2 KB	911	33	0	8 KB	18	4	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/26/2802bd0e3a774addbdc2de62c3eab9	-
77	15/593f4b	3026880	ea112_file_finder	EV_007_txt_tree_ea11.parquet	ea112_file_finder (EV_007_txt_tree_ea11.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:34.081	2026-02-04 11:35:34.167	2026-02-04 11:35:34.878	797ms	664ms	-	124.6%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	6.6 MB	5.2 KB	910	32	0	8 KB	8	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/15/593f4ba230702da215c3297c2f4b8e	-
75	e3/1165b2	3027130	ea113_file_finder	EV_007_txt_tree_ea11.parquet	ea113_file_finder (EV_007_txt_tree_ea11.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:34.360	2026-02-04 11:35:34.638	2026-02-04 11:35:35.342	982ms	877ms	-	156.4%	0.0%	13.9 MB	30 MB	13.9 MB	30 MB	6.6 MB	5.2 KB	910	32	0	8 KB	11	6	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/e3/1165b231cfa60bb02644eacdf7bb42	-
74	3c/dc3b12	3026381	panas_plotter	EV_007_txt_tree_panas.parquet	panas_plotter (EV_007_txt_tree_panas.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:32.892	2026-02-04 11:35:33.268	2026-02-04 11:35:35.356	2.5s	2.3s	-	187.6%	0.3%	86.9 MB	957.2 MB	86.9 MB	957.2 MB	31.8 MB	45 KB	4949	65	0	60 KB	24	10	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/3c/dc3b12a19c84c0478bd2d1b5a02f0b	-
78	8d/ff8f32	3027313	be71_file_finder	EV_007_txt_tree_be7.parquet	be71_file_finder (EV_007_txt_tree_be7.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:34.893	2026-02-04 11:35:34.978	2026-02-04 11:35:35.571	678ms	383ms	-	139.7%	0.1%	28.2 MB	225.5 MB	28.2 MB	287.7 MB	6.6 MB	5.2 KB	910	34	0	12 KB	16	6	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/8d/ff8f321046dad1f0f2aaf2648f59ec	-
80	34/d81cd7	3027549	be72_file_finder	EV_007_txt_tree_be7.parquet	be72_file_finder (EV_007_txt_tree_be7.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:35.359	2026-02-04 11:35:35.457	2026-02-04 11:35:35.833	474ms	322ms	-	110.2%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	6.6 MB	5.2 KB	909	32	0	16 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/34/d81cd7e5e5122059de7376fa2ffc98	-
81	1f/e6235f	3027552	sam1_file_finder	EV_007_txt_tree_sam.parquet	sam1_file_finder (EV_007_txt_tree_sam.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:35.376	2026-02-04 11:35:35.458	2026-02-04 11:35:35.834	458ms	307ms	-	109.1%	0.0%	3.5 MB	7.2 MB	3.5 MB	7.2 MB	6.6 MB	5 KB	910	32	0	16 KB	9	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/1f/e6235f2a383f2c26286792cb5c7514	-
82	7c/403b61	3027755	sam2_file_finder	EV_007_txt_tree_sam.parquet	sam2_file_finder (EV_007_txt_tree_sam.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:35.590	2026-02-04 11:35:35.671	2026-02-04 11:35:36.084	494ms	348ms	-	104.3%	0.1%	29.1 MB	225.5 MB	29.1 MB	287.7 MB	6.6 MB	5 KB	910	32	0	16 KB	20	1	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/7c/403b61ed36570677d5be5cfb2468cb	-
83	49/15594e	3028075	sam3_file_finder	EV_007_txt_tree_sam.parquet	sam3_file_finder (EV_007_txt_tree_sam.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:35.849	2026-02-04 11:35:35.934	2026-02-04 11:35:36.536	687ms	379ms	-	84.4%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	6.6 MB	5 KB	911	32	0	16 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/49/15594e87d7f2f8b6f485fb9dada99a	-
86	20/7e7db3	3028325	sam1_file_finder	EV_003_txt_tree_sam.parquet	sam1_file_finder (EV_003_txt_tree_sam.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:36.103	2026-02-04 11:35:36.184	2026-02-04 11:35:37.975	1.9s	1.4s	-	137.7%	0.2%	54.1 MB	1.5 GB	54.1 MB	1.6 GB	6.6 MB	5 KB	910	32	0	8 KB	33	17	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/20/7e7db3a0babf6c9494248a39252d40	-
87	84/71a4b8	3028406	sam2_file_finder	EV_003_txt_tree_sam.parquet	sam2_file_finder (EV_003_txt_tree_sam.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:36.553	2026-02-04 11:35:36.636	2026-02-04 11:35:38.299	1.7s	1.3s	-	125.0%	0.0%	12.9 MB	25.8 MB	12.9 MB	25.8 MB	6.6 MB	5 KB	911	34	0	8 KB	16	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/84/71a4b806edbdd57c192779b05bea1a	-
89	c9/9b5262	3029089	be71_file_finder	EV_003_txt_tree_be7.parquet	be71_file_finder (EV_003_txt_tree_be7.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:37.990	2026-02-04 11:35:38.076	2026-02-04 11:35:39.231	1.2s	858ms	-	280.8%	0.1%	26.5 MB	223.7 MB	26.5 MB	287.7 MB	6.6 MB	5.2 KB	910	32	0	8 KB	19	4	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/c9/9b526202b4668142fa418a9f1a5968	-
85	a4/cde1fd	3029261	sam3_file_finder	EV_003_txt_tree_sam.parquet	sam3_file_finder (EV_003_txt_tree_sam.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:38.316	2026-02-04 11:35:38.399	2026-02-04 11:35:39.388	1.1s	704ms	-	100.0%	0.0%	3.6 MB	7.2 MB	3.6 MB	7.2 MB	6.6 MB	5 KB	910	35	0	8 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/a4/cde1fd4a720fe22adfa5fca704e354	-
84	09/45288f	3028079	bisbas_plotter	EV_007_txt_tree_bisbas.parquet	bisbas_plotter (EV_007_txt_tree_bisbas.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:35.866	2026-02-04 11:35:35.935	2026-02-04 11:35:39.443	3.6s	3.5s	-	151.9%	0.4%	123.4 MB	3.8 GB	123.4 MB	3.8 GB	32.2 MB	46.1 KB	5056	67	0	64 KB	39	53	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/09/45288f65cc00187adf2519ab5056ed	-
88	d7/6caf03	3029588	be73_file_finder	EV_003_txt_tree_be7.parquet	be73_file_finder (EV_003_txt_tree_be7.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:39.245	2026-02-04 11:35:39.336	2026-02-04 11:35:39.787	542ms	465ms	-	66.4%	0.1%	30.9 MB	227.1 MB	30.9 MB	288 MB	6.6 MB	5.2 KB	910	32	0	8 KB	20	9	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/d7/6caf03caf9029ea25ae6603eabd46e	-
90	ec/1ad96c	3029783	be72_file_finder	EV_003_txt_tree_be7.parquet	be72_file_finder (EV_003_txt_tree_be7.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:39.405	2026-02-04 11:35:39.443	2026-02-04 11:35:40.687	1.3s	1.1s	-	457.5%	0.0%	18.1 MB	143.8 MB	18.1 MB	143.8 MB	6.6 MB	5.2 KB	910	33	0	8 KB	16	3	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/ec/1ad96ca5c090b782a672336d9c35b0	-
95	c7/0b4bf3	3030312	ea111_file_finder	EV_003_txt_tree_ea11.parquet	ea111_file_finder (EV_003_txt_tree_ea11.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:40.702	2026-02-04 11:35:40.786	2026-02-04 11:35:41.788	1.1s	612ms	-	100.9%	0.1%	42.5 MB	242.1 MB	42.5 MB	287.7 MB	6.6 MB	5.3 KB	910	35	0	12 KB	19	3	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/c7/0b4bf3a91ce5b8783650d894278373	-
93	ed/682b1e	3030741	ea112_file_finder	EV_003_txt_tree_ea11.parquet	ea112_file_finder (EV_003_txt_tree_ea11.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:41.804	2026-02-04 11:35:41.888	2026-02-04 11:35:42.576	772ms	541ms	-	79.6%	0.1%	29.5 MB	225.9 MB	29.5 MB	287.7 MB	6.6 MB	5.2 KB	910	32	0	16 KB	16	3	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/ed/682b1e6f2192a27059110db89f96f5	-
91	50/5111ba	3029852	panas_plotter	EV_003_txt_tree_panas.parquet	panas_plotter (EV_003_txt_tree_panas.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:39.458	2026-02-04 11:35:39.544	2026-02-04 11:35:43.891	4.4s	4s	-	164.2%	0.4%	124.9 MB	3.8 GB	124.9 MB	3.8 GB	31.8 MB	45 KB	4949	69	0	88 KB	43	36	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/50/5111baa28c93aed679544033b27536	-
92	c2/626e93	3030069	bisbas_plotter	EV_003_txt_tree_bisbas.parquet	bisbas_plotter (EV_003_txt_tree_bisbas.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:39.802	2026-02-04 11:35:39.950	2026-02-04 11:35:44.266	4.5s	4s	-	125.4%	0.4%	129.6 MB	3.8 GB	129.6 MB	3.8 GB	32.2 MB	46.1 KB	5056	65	0	88 KB	60	33	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/c2/626e9375a7351c707d9981e626e125	-
94	3b/390012	3031334	ea113_file_finder	EV_003_txt_tree_ea11.parquet	ea113_file_finder (EV_003_txt_tree_ea11.parquet)	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:42.715	2026-02-04 11:35:43.076	2026-02-04 11:35:44.678	2s	907ms	-	41.8%	0.0%	2.8 MB	7.2 MB	2.8 MB	7.2 MB	6.6 MB	5.2 KB	910	32	0	16 KB	1	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/3b/390012f6921a26e6637ddfbd18e17e	-
96	0d/b2779c	3031688	be7_concatenating_processor	[EV_004_txt_tree_be71.parquet, EV_004_txt_tree_be72.parquet, EV_004_txt_tree_be73.parquet]	be7_concatenating_processor ([EV_004_txt_tree_be71.parquet, EV_004_txt_tree_be72.parquet, EV_004_txt_tree_be73.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:44.133	2026-02-04 11:35:44.192	2026-02-04 11:35:45.721	1.6s	889ms	-	39.8%	0.0%	3.1 MB	7.2 MB	3.1 MB	7.2 MB	6.5 MB	7 KB	947	51	0	12 KB	1	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/0d/b2779cd9661242cb46e0c3bbdbeb53	-
97	3c/7b83a5	3031752	sam_concatenating_processor	[EV_004_txt_tree_sam1.parquet, EV_004_txt_tree_sam2.parquet, EV_004_txt_tree_sam3.parquet]	sam_concatenating_processor ([EV_004_txt_tree_sam1.parquet, EV_004_txt_tree_sam2.parquet, EV_004_txt_tree_sam3.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:44.686	2026-02-04 11:35:44.979	2026-02-04 11:35:46.363	1.7s	768ms	-	40.6%	0.0%	3.1 MB	7.2 MB	3.1 MB	7.2 MB	6.5 MB	6.8 KB	946	59	0	8 KB	1	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/3c/7b83a536ee60bf430a8edbce9185ee	-
98	24/eea6f2	3031812	ea11_concatenating_processor	[EV_004_txt_tree_ea111.parquet, EV_004_txt_tree_ea112.parquet, EV_004_txt_tree_ea113.parquet]	ea11_concatenating_processor ([EV_004_txt_tree_ea111.parquet, EV_004_txt_tree_ea112.parquet, EV_004_txt_tree_ea113.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:44.901	2026-02-04 11:35:45.280	2026-02-04 11:35:46.467	1.6s	812ms	-	38.5%	0.0%	3.1 MB	7.2 MB	3.1 MB	7.2 MB	6.5 MB	7.1 KB	947	51	0	12 KB	1	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/24/eea6f244f543b7d30f6633cec9221c	-
99	f4/d83e76	3032114	be7_concatenating_processor	[EV_008_txt_tree_be71.parquet, EV_008_txt_tree_be72.parquet, EV_008_txt_tree_be73.parquet]	be7_concatenating_processor ([EV_008_txt_tree_be71.parquet, EV_008_txt_tree_be72.parquet, EV_008_txt_tree_be73.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:46.156	2026-02-04 11:35:46.223	2026-02-04 11:35:46.839	683ms	355ms	-	81.5%	0.0%	3.6 MB	7.2 MB	3.6 MB	7.2 MB	6.5 MB	7.1 KB	948	67	0	12 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/f4/d83e7616db2f804cc79f1d76f2995a	-
101	67/4ebbd1	3032316	sam_concatenating_processor	[EV_008_txt_tree_sam1.parquet, EV_008_txt_tree_sam2.parquet, EV_008_txt_tree_sam3.parquet]	sam_concatenating_processor ([EV_008_txt_tree_sam1.parquet, EV_008_txt_tree_sam2.parquet, EV_008_txt_tree_sam3.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:46.486	2026-02-04 11:35:46.667	2026-02-04 11:35:47.033	547ms	249ms	-	94.4%	0.0%	3.2 MB	7.2 MB	3.2 MB	7.2 MB	6.5 MB	6.9 KB	947	64	0	8 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/67/4ebbd1eb2465d6a7ea537ae7a8d99d	-
100	e7/44b2b4	3032282	ea11_concatenating_processor	[EV_008_txt_tree_ea111.parquet, EV_008_txt_tree_ea112.parquet, EV_008_txt_tree_ea113.parquet]	ea11_concatenating_processor ([EV_008_txt_tree_ea111.parquet, EV_008_txt_tree_ea112.parquet, EV_008_txt_tree_ea113.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:46.460	2026-02-04 11:35:46.567	2026-02-04 11:35:47.073	613ms	302ms	-	89.3%	0.0%	3.2 MB	7.2 MB	3.2 MB	7.2 MB	6.5 MB	7 KB	946	51	0	12 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/e7/44b2b47ca2394464ffbc5006f6a759	-
102	89/89e537	3032527	sam_concatenating_processor	[EV_002_txt_tree_sam1.parquet, EV_002_txt_tree_sam2.parquet, EV_002_txt_tree_sam3.parquet]	sam_concatenating_processor ([EV_002_txt_tree_sam1.parquet, EV_002_txt_tree_sam2.parquet, EV_002_txt_tree_sam3.parquet])	COMPLETED	0	-	-	2	-	-	2 GB	1	2026-02-04 11:35:46.868	2026-02-04 11:35:46.939	2026-02-04 11:35:47.334	466ms	325ms	-	84.2%	0.0%	3.4 MB	7.2 MB	3.4 MB	7.2 MB	6.5 MB	6.8 KB	947	51	0	8 KB	9	0	-	/mnt/emotiview/repoShaggy/EmotiViewPrivate/EV_analysis/work/89/89e537fbd4902cfa303fb58524ee90	-
